date,country,trade_payment_pillar_score
2024-04-01,Armenia,0.7178915051560922
2024-05-01,Armenia,0.7178915051560922
2024-06-01,Armenia,0.7178915051560922
2024-07-01,Armenia,0.7178915051560922
2024-08-01,Armenia,0.7178915051560922
2024-09-01,Armenia,0.7178915051560922
2024-10-01,Armenia,0.7178915051560922
2024-11-01,Armenia,0.7178915051560922
2024-12-01,Armenia,0.7178915051560922
2025-01-01,Armenia,0.8248843668044469
2025-02-01,Armenia,0.8248843668044469
2025-03-01,Armenia,0.8248843668044469
2025-04-01,Armenia,0.8252465966815196
2023-01-01,Aruba,-0.25436482765036666
2023-02-01,Aruba,-0.25436482765036666
2023-03-01,Aruba,-0.25436482765036666
2023-04-01,Aruba,-0.24721105515270045
2023-05-01,Aruba,-0.24721105515270045
2023-06-01,Aruba,-0.24721105515270045
2023-07-01,Aruba,-0.24307244722955185
2023-08-01,Aruba,-0.24307244722955185
2023-09-01,Aruba,-0.24307244722955185
2023-10-01,Aruba,-0.23222117694930336
2023-11-01,Aruba,-0.23222117694930336
2023-12-01,Aruba,-0.23222117694930336
2024-01-01,Aruba,-0.22049877704570484
2024-02-01,Aruba,-0.22049877704570484
2024-03-01,Aruba,-0.22049877704570484
2024-04-01,Aruba,-0.22049877704570484
2024-05-01,Aruba,-0.22049877704570484
2024-06-01,Aruba,-0.22049877704570484
2024-07-01,Aruba,-0.22049877704570484
2024-08-01,Aruba,-0.22049877704570484
2024-09-01,Aruba,-0.22049877704570484
2024-10-01,Aruba,-0.22049877704570484
2024-11-01,Aruba,-0.22049877704570484
2024-12-01,Aruba,-0.22049877704570484
2025-01-01,Aruba,-0.7635332807416777
2025-02-01,Aruba,-0.7635332807416777
2025-03-01,Aruba,-0.7635332807416777
2025-04-01,Aruba,-0.7686420896886594
2023-01-01,Australia,-1.5490894396691217
2023-02-01,Australia,-1.5490894396691217
2023-03-01,Australia,-1.5490894396691217
2023-04-01,Australia,-1.5420144976422172
2023-05-01,Australia,-1.5420144976422172
2023-06-01,Australia,-1.5420144976422172
2023-07-01,Australia,-1.545588677764895
2023-08-01,Australia,-1.545588677764895
2023-09-01,Australia,-1.545588677764895
2023-10-01,Australia,-1.5247788594695517
2023-11-01,Australia,-1.5247788594695517
2023-12-01,Australia,-1.5247788594695517
2024-01-01,Australia,-1.515508560124088
2024-02-01,Australia,-1.515508560124088
2024-03-01,Australia,-1.515508560124088
2024-04-01,Australia,-1.515508560124088
2024-05-01,Australia,-1.515508560124088
2024-06-01,Australia,-1.515508560124088
2024-07-01,Australia,-1.515508560124088
2024-08-01,Australia,-1.515508560124088
2024-09-01,Australia,-1.515508560124088
2024-10-01,Australia,-1.515508560124088
2024-11-01,Australia,-1.515508560124088
2024-12-01,Australia,-1.515508560124088
2025-01-01,Australia,-1.408972409878825
2025-02-01,Australia,-1.408972409878825
2025-03-01,Australia,-1.408972409878825
2025-04-01,Australia,-1.4190985690333693
2023-01-01,Austria,-1.5490894396691217
2023-02-01,Austria,-1.5490894396691217
2023-03-01,Austria,-1.5490894396691217
2023-04-01,Austria,-1.5420144976422172
2023-05-01,Austria,-1.5420144976422172
2023-06-01,Austria,-1.5420144976422172
2023-07-01,Austria,-1.545588677764895
2023-08-01,Austria,-1.545588677764895
2023-09-01,Austria,-1.545588677764895
2023-10-01,Austria,-1.5247788594695517
2023-11-01,Austria,-1.5247788594695517
2023-12-01,Austria,-1.5247788594695517
2024-01-01,Austria,-1.515508560124088
2024-02-01,Austria,-1.515508560124088
2024-03-01,Austria,-1.515508560124088
2024-04-01,Austria,-1.515508560124088
2024-05-01,Austria,-1.515508560124088
2024-06-01,Austria,-1.515508560124088
2024-07-01,Austria,-1.515508560124088
2024-08-01,Austria,-1.515508560124088
2024-09-01,Austria,-1.515508560124088
2024-10-01,Austria,-1.515508560124088
2024-11-01,Austria,-1.515508560124088
2024-12-01,Austria,-1.515508560124088
2025-01-01,Austria,-1.408972409878825
2025-02-01,Austria,-1.408972409878825
2025-03-01,Austria,-1.408972409878825
2025-04-01,Austria,-1.4190985690333693
2023-01-01,Azerbaijan,0.6135459044870203
2023-02-01,Azerbaijan,0.6135459044870203
2023-03-01,Azerbaijan,0.6135459044870203
2023-04-01,Azerbaijan,0.6207317082511559
2023-05-01,Azerbaijan,0.6207317082511559
2023-06-01,Azerbaijan,0.6207317082511559
2023-07-01,Azerbaijan,0.6294637145762859
2023-08-01,Azerbaijan,0.6294637145762859
2023-09-01,Azerbaijan,0.6294637145762859
2023-10-01,Azerbaijan,0.6331399757610484
2023-11-01,Azerbaijan,0.6331399757610484
2023-12-01,Azerbaijan,0.6331399757610484
2024-01-01,Azerbaijan,0.646567604980775
2024-02-01,Azerbaijan,0.646567604980775
2024-03-01,Azerbaijan,0.646567604980775
2024-04-01,Azerbaijan,0.646567604980775
2024-05-01,Azerbaijan,0.646567604980775
2024-06-01,Azerbaijan,0.646567604980775
2024-07-01,Azerbaijan,0.646567604980775
2024-08-01,Azerbaijan,0.646567604980775
2024-09-01,Azerbaijan,0.646567604980775
2024-10-01,Azerbaijan,0.646567604980775
2024-11-01,Azerbaijan,0.646567604980775
2024-12-01,Azerbaijan,0.646567604980775
2025-01-01,Azerbaijan,-0.11809415160453056
2025-02-01,Azerbaijan,-0.11809415160453056
2025-03-01,Azerbaijan,-0.11809415160453056
2025-04-01,Azerbaijan,-0.11818561034394959
2023-01-01,Bahamas,0.18673202460565225
2023-02-01,Bahamas,0.18673202460565225
2023-03-01,Bahamas,0.18673202460565225
2023-04-01,Bahamas,0.19387102916549556
2023-05-01,Bahamas,0.19387102916549556
2023-06-01,Bahamas,0.19387102916549556
2023-07-01,Bahamas,0.19948364584678027
2023-08-01,Bahamas,0.19948364584678027
2023-09-01,Bahamas,0.19948364584678027
2023-10-01,Bahamas,0.20594344595115188
2023-11-01,Bahamas,0.20594344595115188
2023-12-01,Bahamas,0.20594344595115188
2024-01-01,Bahamas,0.21862420392887205
2024-02-01,Bahamas,0.21862420392887205
2024-03-01,Bahamas,0.21862420392887205
2024-04-01,Bahamas,0.21862420392887205
2024-05-01,Bahamas,0.21862420392887205
2024-06-01,Bahamas,0.21862420392887205
2024-07-01,Bahamas,0.21862420392887205
2024-08-01,Bahamas,0.21862420392887205
2024-09-01,Bahamas,0.21862420392887205
2024-10-01,Bahamas,0.21862420392887205
2024-11-01,Bahamas,0.21862420392887205
2024-12-01,Bahamas,0.21862420392887205
2025-01-01,Bahamas,-0.11275537455464814
2025-02-01,Bahamas,-0.11275537455464814
2025-03-01,Bahamas,-0.11275537455464814
2025-04-01,Bahamas,-0.11624363080239433
2023-01-01,Bahrain,0.6135459044870203
2023-02-01,Bahrain,0.6135459044870203
2023-03-01,Bahrain,0.6135459044870203
2023-04-01,Bahrain,0.6207317082511559
2023-05-01,Bahrain,0.6207317082511559
2023-06-01,Bahrain,0.6207317082511559
2023-07-01,Bahrain,0.6294637145762859
2023-08-01,Bahrain,0.6294637145762859
2023-09-01,Bahrain,0.6294637145762859
2023-10-01,Bahrain,0.6331399757610484
2023-11-01,Bahrain,0.6331399757610484
2023-12-01,Bahrain,0.6331399757610484
2024-01-01,Bahrain,1.0856905859553518
2024-02-01,Bahrain,1.0856905859553518
2024-03-01,Bahrain,1.0856905859553518
2024-04-01,Bahrain,1.0856905859553518
2024-05-01,Bahrain,1.0856905859553518
2024-06-01,Bahrain,1.0856905859553518
2024-07-01,Bahrain,1.0856905859553518
2024-08-01,Bahrain,1.0856905859553518
2024-09-01,Bahrain,1.0856905859553518
2024-10-01,Bahrain,1.0856905859553518
2024-11-01,Bahrain,1.0856905859553518
2024-12-01,Bahrain,1.0856905859553518
2025-01-01,Bahrain,1.1888004378194112
2025-02-01,Bahrain,1.1888004378194112
2025-03-01,Bahrain,1.1888004378194112
2025-04-01,Bahrain,1.1885532869701358
2023-01-01,Bangladesh,0.6846815511339148
2023-02-01,Bangladesh,0.6846815511339148
2023-03-01,Bangladesh,0.6846815511339148
2023-04-01,Bangladesh,0.6918751547654326
2023-05-01,Bangladesh,0.6918751547654326
2023-06-01,Bangladesh,0.6918751547654326
2023-07-01,Bangladesh,0.7011270593645368
2023-08-01,Bangladesh,0.7011270593645368
2023-09-01,Bangladesh,0.7011270593645368
2023-10-01,Bangladesh,0.7043393973960312
2023-11-01,Bangladesh,0.7043393973960312
2023-12-01,Bangladesh,0.7043393973960312
2024-01-01,Bangladesh,0.7178915051560922
2024-02-01,Bangladesh,0.7178915051560922
2024-03-01,Bangladesh,0.7178915051560922
2024-04-01,Bangladesh,0.7178915051560922
2024-05-01,Bangladesh,0.7178915051560922
2024-06-01,Bangladesh,0.7178915051560922
2024-07-01,Bangladesh,0.7178915051560922
2024-08-01,Bangladesh,0.7178915051560922
2024-09-01,Bangladesh,0.7178915051560922
2024-10-01,Bangladesh,0.7178915051560922
2024-11-01,Bangladesh,0.7178915051560922
2024-12-01,Bangladesh,0.7178915051560922
2025-01-01,Bangladesh,0.8248843668044469
2025-02-01,Bangladesh,0.8248843668044469
2025-03-01,Bangladesh,0.8248843668044469
2025-04-01,Bangladesh,0.8252465966815196
2023-01-01,Barbados,0.6846815511339148
2023-02-01,Barbados,0.6846815511339148
2023-03-01,Barbados,0.6846815511339148
2023-04-01,Barbados,0.6918751547654326
2023-05-01,Barbados,0.6918751547654326
2023-06-01,Barbados,0.6918751547654326
2023-07-01,Barbados,0.7011270593645368
2023-08-01,Barbados,0.7011270593645368
2023-09-01,Barbados,0.7011270593645368
2023-10-01,Barbados,0.7043393973960312
2023-11-01,Barbados,0.7043393973960312
2023-12-01,Barbados,0.7043393973960312
2024-01-01,Barbados,0.7178915051560922
2024-02-01,Barbados,0.7178915051560922
2024-03-01,Barbados,0.7178915051560922
2024-04-01,Barbados,0.7178915051560922
2024-05-01,Barbados,0.7178915051560922
2024-06-01,Barbados,0.7178915051560922
2024-07-01,Barbados,0.7178915051560922
2024-08-01,Barbados,0.7178915051560922
2024-09-01,Barbados,0.7178915051560922
2024-10-01,Barbados,0.7178915051560922
2024-11-01,Barbados,0.7178915051560922
2024-12-01,Barbados,0.7178915051560922
2025-01-01,Barbados,0.7531689080114307
2025-02-01,Barbados,0.7531689080114307
2025-03-01,Barbados,0.7531689080114307
2025-04-01,Barbados,0.7529736545321073
2023-01-01,Belarus,1.1257784033899338
2023-02-01,Belarus,1.1257784033899338
2023-03-01,Belarus,1.1257784033899338
2023-04-01,Belarus,1.1329572390836287
2023-05-01,Belarus,1.1329572390836287
2023-06-01,Belarus,1.1329572390836287
2023-07-01,Belarus,1.1436831524408688
2023-08-01,Belarus,1.1436831524408688
2023-09-01,Belarus,1.1436831524408688
2023-10-01,Belarus,1.1425040202964862
2023-11-01,Belarus,1.1425040202964862
2023-12-01,Belarus,1.1425040202964862
2024-01-01,Belarus,1.157014486130669
2024-02-01,Belarus,1.157014486130669
2024-03-01,Belarus,1.157014486130669
2024-04-01,Belarus,1.157014486130669
2024-05-01,Belarus,1.157014486130669
2024-06-01,Belarus,1.157014486130669
2024-07-01,Belarus,1.157014486130669
2024-08-01,Belarus,1.157014486130669
2024-09-01,Belarus,1.157014486130669
2024-10-01,Belarus,1.157014486130669
2024-11-01,Belarus,1.157014486130669
2024-12-01,Belarus,1.157014486130669
2025-01-01,Belarus,1.2605158966124275
2025-02-01,Belarus,1.2605158966124275
2025-03-01,Belarus,1.2605158966124275
2025-04-01,Belarus,1.260826229119548
2023-01-01,Belgium,-1.5490894396691217
2023-02-01,Belgium,-1.5490894396691217
2023-03-01,Belgium,-1.5490894396691217
2023-04-01,Belgium,-1.5420144976422172
2023-05-01,Belgium,-1.5420144976422172
2023-06-01,Belgium,-1.5420144976422172
2023-07-01,Belgium,-1.545588677764895
2023-08-01,Belgium,-1.545588677764895
2023-09-01,Belgium,-1.545588677764895
2023-10-01,Belgium,-1.5247788594695517
2023-11-01,Belgium,-1.5247788594695517
2023-12-01,Belgium,-1.5247788594695517
2024-01-01,Belgium,-1.515508560124088
2024-02-01,Belgium,-1.515508560124088
2024-03-01,Belgium,-1.515508560124088
2024-04-01,Belgium,-1.515508560124088
2024-05-01,Belgium,-1.515508560124088
2024-06-01,Belgium,-1.515508560124088
2024-07-01,Belgium,-1.515508560124088
2024-08-01,Belgium,-1.515508560124088
2024-09-01,Belgium,-1.515508560124088
2024-10-01,Belgium,-1.515508560124088
2024-11-01,Belgium,-1.515508560124088
2024-12-01,Belgium,-1.515508560124088
2025-01-01,Belgium,-1.408972409878825
2025-02-01,Belgium,-1.408972409878825
2025-03-01,Belgium,-1.408972409878825
2025-04-01,Belgium,-1.2022797425851326
2023-01-01,Belize,0.6846815511339148
2023-02-01,Belize,0.6846815511339148
2023-03-01,Belize,0.6846815511339148
2023-04-01,Belize,0.6918751547654326
2023-05-01,Belize,0.6918751547654326
2023-06-01,Belize,0.6918751547654326
2023-07-01,Belize,0.7011270593645368
2023-08-01,Belize,0.7011270593645368
2023-09-01,Belize,0.7011270593645368
2023-10-01,Belize,0.7043393973960312
2023-11-01,Belize,0.7043393973960312
2023-12-01,Belize,0.7043393973960312
2024-01-01,Belize,0.7178915051560922
2024-02-01,Belize,0.7178915051560922
2024-03-01,Belize,0.7178915051560922
2024-04-01,Belize,0.7178915051560922
2024-05-01,Belize,0.7178915051560922
2024-06-01,Belize,0.7178915051560922
2024-07-01,Belize,0.7178915051560922
2024-08-01,Belize,0.7178915051560922
2024-09-01,Belize,0.7178915051560922
2024-10-01,Belize,0.7178915051560922
2024-11-01,Belize,0.7178915051560922
2024-12-01,Belize,0.7178915051560922
2025-01-01,Belize,0.7531689080114307
2025-02-01,Belize,0.7531689080114307
2025-03-01,Belize,0.7531689080114307
2025-04-01,Belize,0.7529736545321073
2023-01-01,Benin,0.6135459044870203
2023-02-01,Benin,0.6135459044870203
2023-03-01,Benin,0.6135459044870203
2023-04-01,Benin,0.6207317082511559
2023-05-01,Benin,0.6207317082511559
2023-06-01,Benin,0.6207317082511559
2023-07-01,Benin,0.6294637145762859
2023-08-01,Benin,0.6294637145762859
2023-09-01,Benin,0.6294637145762859
2023-10-01,Benin,0.6331399757610484
2023-11-01,Benin,0.6331399757610484
2023-12-01,Benin,0.6331399757610484
2024-01-01,Benin,0.646567604980775
2024-02-01,Benin,0.646567604980775
2024-03-01,Benin,0.646567604980775
2024-04-01,Benin,0.646567604980775
2024-05-01,Benin,0.646567604980775
2024-06-01,Benin,0.646567604980775
2024-07-01,Benin,0.646567604980775
2024-08-01,Benin,0.646567604980775
2024-09-01,Benin,0.646567604980775
2024-10-01,Benin,0.646567604980775
2024-11-01,Benin,0.646567604980775
2024-12-01,Benin,0.646567604980775
2025-01-01,Benin,0.31753737820345007
2025-02-01,Benin,0.31753737820345007
2025-03-01,Benin,0.31753737820345007
2025-04-01,Benin,0.3173940220940789
2023-01-01,Bermuda,-1.3356824997284376
2023-02-01,Bermuda,-1.3356824997284376
2023-03-01,Bermuda,-1.3356824997284376
2023-04-01,Bermuda,-1.328584158099387
2023-05-01,Bermuda,-1.328584158099387
2023-06-01,Bermuda,-1.328584158099387
2023-07-01,Bermuda,-1.3305986434001424
2023-08-01,Bermuda,-1.3305986434001424
2023-09-01,Bermuda,-1.3305986434001424
2023-10-01,Bermuda,-1.3111805945646036
2023-11-01,Bermuda,-1.3111805945646036
2023-12-01,Bermuda,-1.3111805945646036
2024-01-01,Bermuda,-1.3015368595981365
2024-02-01,Bermuda,-1.3015368595981365
2024-03-01,Bermuda,-1.3015368595981365
2024-04-01,Bermuda,-1.3015368595981365
2024-05-01,Bermuda,-1.3015368595981365
2024-06-01,Bermuda,-1.3015368595981365
2024-07-01,Bermuda,-1.3015368595981365
2024-08-01,Bermuda,-1.3015368595981365
2024-09-01,Bermuda,-1.3015368595981365
2024-10-01,Bermuda,-1.3015368595981365
2024-11-01,Bermuda,-1.3015368595981365
2024-12-01,Bermuda,-1.3015368595981365
2025-01-01,Bermuda,-1.193826033499776
2025-02-01,Bermuda,-1.193826033499776
2025-03-01,Bermuda,-1.193826033499776
2025-04-01,Bermuda,-1.2022797425851326
2023-01-01,Bhutan,0.6135459044870203
2023-02-01,Bhutan,0.6135459044870203
2023-03-01,Bhutan,0.6135459044870203
2023-04-01,Bhutan,0.6207317082511559
2023-05-01,Bhutan,0.6207317082511559
2023-06-01,Bhutan,0.6207317082511559
2023-07-01,Bhutan,0.6294637145762859
